Location,Category,Business Name,Phone Number,Website URL,Rating,Review Count,Reviews,Has_Website,Has_Phone
Nashik Road,cafe,Rambhau Chulivarchi Misal,097627 26403,,4.2,621.0,621,False,True
Nashik Road,pet shop,BHAWANI SWEETS JAIL ROAD,099237 45244,,4.0,618.0,618,False,True
Nashik Road,restro bar,Madras Cafe,084840 98589,,3.7,608.0,608,False,True
Nashik Road,veterinary clinic,Pets Care Hospital,098225 82503,,4.0,607.0,607,False,True
Nashik Road,cafe,Hotel Mazda & Cafe - Best Cafe in Nashik| Family Restaurant in Nashik| Multicusion Restaurant in Nashik,085303 92333,,4.3,541.0,541,False,True
Nashik Road,martial arts academy,Boxing association Nashik,072769 99199,,4.3,527.0,527,False,True
Nashik Road,homeopathy clinic,Dr. Musale's Healing Pearls Homoeopathic Clinic,0253 247 1322,,4.9,520.0,520,False,True
Nashik Road,designer boutique,D.S. Tailors & Readymades,0253 257 2344,,4.1,511.0,511,False,True
Nashik Road,fine dining restaurant,Sai Leela Family Restaurant & Snacks,098226 41888,,3.9,503.0,503,False,True
Nashik Road,cafe,VAISHALI VEG & NON VEG FAMILY RESTAURANT,099755 84828,,4.1,502.0,502,False,True
Nashik Road,premium bike modification,MH-15 CAR DECOR,098228 39661,,4.7,486.0,486,False,True
Nashik Road,cafe,Love At Every Bite Cafe And Cakes,0253 403 2654,,4.7,485.0,485,False,True
Nashik Road,specialty coffee shop,The Breakfast Story Cafe & Bistro,097673 63709,,4.6,474.0,474,False,True
Nashik Road,designer boutique,Ganesh Uttamrao Ashtekar and Sons saraf,099701 61111,,4.9,473.0,473,False,True
Nashik Road,fine dining restaurant,Kopa Kabana's,0253 231 7698,,3.9,471.0,471,False,True
Nashik Road,designer boutique,Ki n Ka Rental Studio,086683 61571,,4.9,468.0,468,False,True
Nashik Road,restro bar,Hotel West In (East End) Family Restaurant and Bar,0253 295 3995,,3.8,455.0,455,False,True
Nashik Road,fine dining restaurant,Badshah Hotel,077093 84000,,4.2,451.0,451,False,True
Nashik Road,specialty coffee shop,Cafe' Xpress,097638 62139,,4.4,443.0,443,False,True
Nashik Road,premium bakery,Campus Choice Bakers,0253 231 6341,,4.0,439.0,439,False,True
Nashik Road,used car dealer,Kamal Auto,094227 70163,,4.0,432.0,432,False,True
Nashik Road,yoga studio,My yog sadhana,094239 64247,,4.8,422.0,422,False,True
Nashik Road,used car dealer,Mayur Car Mall,094222 69159,,4.9,417.0,417,False,True
Nashik Road,restro bar,Samarkand Restaurant,0253 232 5000,,4.2,413.0,413,False,True
Nashik Road,designer boutique,SALRIO TAILORS - Best Tailor in Nashik,090497 95125,,4.9,409.0,409,False,True
Nashik Road,restro bar,HOTEL EXPRESS RESTO & BAR,095799 85559,,4.0,404.0,404,False,True
Nashik Road,bridal makeup studio,KAYAKALP Makeup Studio Salon Academy,091585 24447,,4.7,400.0,400,False,True
Nashik Road,premium bakery,99 Pancakes,090211 85857,,4.1,400.0,400,False,True
Nashik Road,homeopathy clinic,"Dr. Anup Gawande's Shri Homeopathic Clinic In Nashik, Maharashtra, India",099758 89317,,5.0,399.0,399,False,True
Nashik Road,specialty coffee shop,Manjula Sweets,0253 241 4050,,4.2,395.0,395,False,True
Nashik Road,cafe,The Cafe Katta®,097300 22113,,4.2,393.0,393,False,True
Nashik Road,restro bar,URBAN OASIS MULTI-CUISINE,093737 36501,,4.2,379.0,379,False,True
Nashik Road,crossfit box,V Fitness Club,098238 18612,,4.9,375.0,375,False,True
Nashik Road,dentist,GURU Dental Clinic,099220 08188,,4.9,371.0,371,False,True
Nashik Road,crossfit box,14X FITNESS NASHIK,091755 00927,,4.2,370.0,370,False,True
Nashik Road,veterinary clinic,Dr Digvijay Patil’s Pet Perfect . A Complete Pet Care,095273 15599,,4.4,370.0,370,False,True
Nashik Road,cafe,Oye Balle Balle,0253 241 2921,,3.9,369.0,369,False,True
Nashik Road,restro bar,Hotel Rasoi,0253 235 1090,,3.9,366.0,366,False,True
Nashik Road,cafe,Cafe Nirvana,079725 94925,,4.3,359.0,359,False,True
Nashik Road,custom jewelry designer,Anuradha Art Jewellery,0253 230 9580,,4.4,359.0,359,False,True
Nashik Road,premium bakery,Hello Bakers,098902 19555,,4.7,358.0,358,False,True
Nashik Road,premium salon,Sam Unisex Salon | Nashik,086689 93861,,4.8,355.0,355,False,True
Nashik Road,premium salon,Show Stopper Unisex Salon,086980 34013,,4.4,354.0,354,False,True
Nashik Road,modular furniture studio,Shivay Furniture Mall,094222 24267,,4.6,337.0,337,False,True
Nashik Road,cafe,Nashik Chicken Shawarma,099755 53330,,4.9,336.0,336,False,True
Nashik Road,used car dealer,Anand Car Mall & Anand Auto Consultant Nashik,070402 04003,,4.7,331.0,331,False,True
Nashik Road,modular furniture studio,Pelican Furnitures,079770 79703,,4.8,330.0,330,False,True
Nashik Road,fine dining restaurant,Hotel Gandharv Pure Veg Restaurant (best pure veg restaurant in nashik),084840 25388,,4.4,326.0,326,False,True
Nashik Road,fine dining restaurant,"Krave Restaurant ,Lounge and Banquets.",095454 51313,,4.5,323.0,323,False,True
Nashik Road,custom jewelry designer,"Meera Fancy Dresses, Drapery And Ornaments",088306 46650,,4.9,318.0,318,False,True
Nashik Road,premium salon,FABLOOKS SALON & ACADEMY (Family Salon ),098905 59666,,4.9,317.0,317,False,True
Nashik Road,premium bakery,"The Cake Tree (Bakery, Ice-Cream, Cafe and Snacks)",086989 21009,,4.7,313.0,313,False,True
Nashik Road,used car dealer,CAR MALL | Used Car | Pre owned Car | Car Dealer in Nashik,078751 99199,,4.0,312.0,312,False,True
Nashik Road,premium salon,Scissor Palace,097667 33618,,4.4,309.0,309,False,True
Nashik Road,homeopathy clinic,Advait Homoeopathic Clinic,094239 70399,,5.0,306.0,306,False,True
Nashik Road,homeopathy clinic,Spandan Homoeopathic Clinic,098227 60064,,4.9,301.0,301,False,True
Nashik Road,restro bar,HOTEL NEW PADMA BAR And RESTAURANT,090969 49999,,3.5,299.0,299,False,True
Nashik Road,crossfit box,Euphoria Fitness Club,088302 07040,,4.2,297.0,297,False,True
Nashik Road,crossfit box,Abs Fitness & Wellness Nashik,080 3966 4713,,4.4,293.0,293,False,True
Nashik Road,specialty coffee shop,TRC The Reality Cafe,077374 51555,,4.7,292.0,292,False,True
Nashik Road,premium bakery,Bakerz Point,098223 92230,,4.1,291.0,291,False,True
Nashik Road,car detailing studio,Auto Health Care Services,090281 76386,,4.9,290.0,290,False,True
Nashik Road,fine dining restaurant,The Machan's Nature's Bliss | Veg / Non-Veg Restaurant in Nashik | Famous restaurants in Nashik,078210 04239,,3.9,289.0,289,False,True
Nashik Road,crossfit box,Primus Fitness Unisex Gym | Best Unisex Gym in Nashik,072220 15555,,4.8,285.0,285,False,True
Nashik Road,premium salon,Hair Pleasure,091752 67611,,4.5,276.0,276,False,True
Nashik Road,pet shop,FISH POINT AQUARIUM,095618 56363,,4.6,274.0,274,False,True
Nashik Road,pet shop,Saurav's Exotic and Aquatic Pet Store,072760 73535,,4.2,272.0,272,False,True
Nashik Road,homeopathy clinic,Samartha Homeopathic Clinic,097629 99888,,5.0,271.0,271,False,True
Nashik Road,premium salon,M K FAMILY SALON (iT's YoUr TiMe To ShiNe) NASHIK HAIR STYLIST,079728 53676,,4.8,270.0,270,False,True
Nashik Road,designer boutique,DHĀGĀĀ,073870 70776,,4.4,269.0,269,False,True
Nashik Road,cafe,Leafy Veg & Non-Veg Bar Restaurant,099759 24437,,3.9,269.0,269,False,True
Nashik Road,physiotherapist,"Professional Massage & Spa , for Ladies & Gents, Backpain ,Neck & Muscle pain, Muscle Stiffness",095116 19622,,5.0,267.0,267,False,True
Nashik Road,premium bakery,A1 Bakery,099228 27288,,4.3,265.0,265,False,True
Nashik Road,fine dining restaurant,"The Zaffran Restaurant, Nashik",076668 88365,,4.1,265.0,265,False,True
Nashik Road,premium salon,Elegance Salon,081041 00135,,4.8,261.0,261,False,True
Nashik Road,crossfit box,ICON FITNESS HUB UNISEX GYM,087884 91628,,4.9,256.0,256,False,True
Nashik Road,premium salon,B3 Salon and Spa,083297 46157,,4.8,251.0,251,False,True
Nashik Road,premium salon,RT Beauty Salon & Academy,070383 46792,,4.9,250.0,250,False,True
Nashik Road,tattoo studio,V. N. Tattoo and Art Studio,093727 63388,,5.0,248.0,248,False,True
Nashik Road,fine dining restaurant,Mande's Mangotree,088885 00749,,4.1,247.0,247,False,True
Nashik Road,cafe,VFC Cafe,073859 32279,,4.2,247.0,247,False,True
Nashik Road,fine dining restaurant,🍴BHAGAT AHAR BHAWAN,092251 01323,,3.9,244.0,244,False,True
Nashik Road,cafe,Good Karma Restaurant,0253 294 7500,,4.3,244.0,244,False,True
Nashik Road,bridal makeup studio,Honey Beauty Studio & Academy,077568 05341,,4.9,240.0,240,False,True
Nashik Road,restro bar,Hotel Darshan Bar & Restaurant,0253 246 3842,,3.5,239.0,239,False,True
Nashik Road,premium bakery,Meghraj Bakery,098227 43130,,4.2,239.0,239,False,True
Nashik Road,veterinary clinic,Pets Medicare (Dr. Girish Vinayak Patil),098231 65367,,4.6,235.0,235,False,True
Nashik Road,fine dining restaurant,Hotel Nashik Parivaar,088069 03360,,3.9,235.0,235,False,True
Nashik Road,physiotherapist,Gratitude Physiotherapy Fitness & Rehabilitation Centre,091122 55515,,5.0,234.0,234,False,True
Nashik Road,physiotherapist,Harmony Physiotherapy Clinic | Dr. Tanmay Sathe | Dr. Aboli Deshmukh Sathe | Top | The Best Physiotherapy Clinic | Nashik,096652 55077,,4.9,234.0,234,False,True
Nashik Road,custom jewelry designer,Sagar Adgaonkar and Sons | Jewellery Shop in Nashik | Premium Gold Silver and Diamond,077095 26666,,4.8,233.0,233,False,True
Nashik Road,crossfit box,Fit N Fine Gym,0253 406 4254,,4.7,232.0,232,False,True
Nashik Road,custom jewelry designer,Mohiniz Fashion Bucket | Fashion House in Nashik | Ladies' Clothes Shop in Nashik | Best Ladies boutique in Nashik |,086980 14997,,4.9,228.0,228,False,True
Nashik Road,premium bakery,Bakery Kingdom,090212 17430,,4.4,220.0,220,False,True
Nashik Road,specialty coffee shop,Emporio Coffee Lounge (Best Coffee Shop at CCM),084828 16555,,4.8,210.0,210,False,True
