Location,Category,Business Name,Phone Number,Website URL,Rating,Review Count,Validation URL,Status Code,Load Time (s)
Nashik Road,premium salon,Imperial Luxe Unisex Salon,090637 86378,https://imperialluxesalon.com/,4.8,17.0,https://imperialluxesalon.com/,Connection Error,3.17
Nashik Road,tattoo studio,Tarazwa tattoo studio in nashik,098817 93956,http://www.tarazwa.com/,4.7,152.0,http://www.tarazwa.com/,Connection Error,3.18
Nashik Road,tattoo studio,Afire Tattoos and Art Hub,084120 27012,http://afire-tattoos-and-art-hub.business.site/,4.9,130.0,http://afire-tattoos-and-art-hub.business.site/,404,0.33
Nashik Road,tattoo studio,3m tattoo world studio Panchvati,092844 99212,https://tinw.in/3m-tattoo-world,5.0,85.0,https://tinw.in/3m-tattoo-world,403,0.95
Nashik Road,bridal makeup studio,"Mohini Skin, Hair & Makeup Studio",,https://mohinimakeover.in/,4.8,18.0,https://mohinimakeover.in/,Connection Error,3.3
Nashik Road,bridal makeup studio,Lush Beauty & Makeup studio,098600 89333,https://lush-beauty-makeup-studio.business.site/?utm_source=gmb&utm_medium=referral,4.5,47.0,https://lush-beauty-makeup-studio.business.site/?utm_source=gmb&utm_medium=referral,404,0.66
Nashik Road,bridal makeup studio,Sunita Dond Beauty Academy & Salon,096730 90882,https://bestmakeupartistsunitadond.com/,4.9,132.0,https://bestmakeupartistsunitadond.com/,Connection Error,3.4
Nashik Road,bridal makeup studio,RAHA MAKEUP & BEAUTY LOUNGE,080076 01110,http://rahamakeup.com/,4.9,74.0,http://rahamakeup.com/,Connection Error,3.16
Nashik Road,bridal makeup studio,Aatmaja - Beauty Parlour & Makeup Studio,,http://wa.me/%20918888578200,4.8,56.0,http://wa.me/%20918888578200,400,2.09
Nashik Road,bridal makeup studio,Elegant Makeup Studio,090114 55713,http://www.elegantmakeup.in/,4.6,35.0,http://www.elegantmakeup.in/,Connection Error,3.3
Nashik Road,nail bar,Nails and Beauty by Sonali,099230 23633,https://www.finddit.in/listingdeatils.php?b=MTg2,4.6,60.0,https://www.finddit.in/listingdeatils.php?b=MTg2,Connection Error,3.14
Nashik Road,nail bar,Nailart by Rutika,080806 36892,http://www.nailartbyrutika.in/,4.8,91.0,http://www.nailartbyrutika.in/,Connection Error,3.09
Nashik Road,car detailing studio,DNA Car Care ( The Detailing Studio ) Gangapur Road,093222 94537,https://dnacarcare.in/,4.6,88.0,https://dnacarcare.in/,SSL Error,0.34
Nashik Road,car detailing studio,The Auto Galaxy - Car Wash in Shanti Nagar,080 6220 8328,https://theautogalaxy.in/,4.8,37.0,https://theautogalaxy.in/,Connection Error,3.29
Nashik Road,car detailing studio,"GoMechanic - Car Detailing Workshop, Lekha Nagar",083989 70970,https://srd1.onelink.me/7EYj/GMB,5.0,2.0,https://srd1.onelink.me/7EYj/GMB,403,2.13
Nashik Road,car detailing studio,GoMechanic - Car Detailing Workshop,083989 70970,https://srd1.onelink.me/7EYj/GMB,4.1,9.0,https://srd1.onelink.me/7EYj/GMB,403,1.5
Nashik Road,car detailing studio,Matoshree Car Care,098229 94341,http://matoshreecarcare.in/,5.0,1942.0,http://matoshreecarcare.in/,Connection Error,3.29
Nashik Road,car detailing studio,"Caraagir Autotech - Ceramic Coating, PPF & Car Service",075175 19994,https://www.caraagir.com/,4.7,93.0,https://www.caraagir.com/,Connection Error,3.2
Nashik Road,car detailing studio,GoMechanic - Car Detailing Shop Nashik,083989 70970,https://gomechanic.in/,4.0,2.0,https://gomechanic.in/,403,0.46
Nashik Road,premium bike modification,Mr.Bikewala: Bike garage / two wheeler repair shop in Nashik,077740 30299,https://mrbikewala.com/,4.7,25.0,https://mrbikewala.com/,Connection Error,3.42
Nashik Road,used car dealer,Yamaha Showroom Nashik - Torque Motors,099205 06325,https://torquemotorsnashik.com/,4.4,505.0,https://torquemotorsnashik.com/,SSL Error,0.78
Nashik Road,chartered accountant,IZAAN PATEL & CO (Chartered Accountants),,http://www.linkedin.com/in/mohammadizaan-patel,5.0,2.0,http://www.linkedin.com/in/mohammadizaan-patel,999,2.21
Nashik Road,chartered accountant,SABADRA & SABADRA,0253 258 0277,https://www.sabadransabadra.com/,5.0,3.0,https://www.sabadransabadra.com/,SSL Error,2.14
Nashik Road,chartered accountant,ANIRUDDHA SONAR & ASSOCIATES CHARTERED ACCOUNTANTS,091305 77969,http://caaniruddhasonarassociates.co.in/,5.0,18.0,http://caaniruddhasonarassociates.co.in/,Connection Error,3.06
Nashik Road,tax consultant,Taxwala & Associates,096199 88251,https://sites.google.com/view/taxwalataxsolutions/home,4.6,45.0,https://sites.google.com/view/taxwalataxsolutions/home,Timeout,10.63
Nashik Road,tax consultant,GBK Associates,098902 92756,https://www.mydigitalcard.org/GBK-Associates---Empowering-your-tax-journey-,,,https://www.mydigitalcard.org/GBK-Associates---Empowering-your-tax-journey-,SSL Error,0.59
Nashik Road,interior designer,HARMONY SPACES,,https://zensta.in/harmonyspaces,5.0,16.0,https://zensta.in/harmonyspaces,504,11.11
Nashik Road,interior designer,Interior Designer in Nashik - Nishant Kokane,083294 01938,http://www.nikiassociates.com/,4.2,6.0,http://www.nikiassociates.com/,SSL Error,2.37
Nashik Road,interior designer,"Best kitchenette - Modular kitchen, Furniture company, Home furniture,kitchen trolly, Modular furniture Company in nashik",070580 82638,https://bestkitchenettes.com/,4.8,819.0,https://bestkitchenettes.com/,Timeout,10.81
Nashik Road,interior designer,GR Associates,080806 53014,https://www.grassociate.in/,5.0,1.0,https://www.grassociate.in/,SSL Error,0.76
Nashik Road,interior designer,IDT Educations Nashik - Interior & Fashion Design courses,096048 44455,http://www.idtnashik.com/,4.8,333.0,http://www.idtnashik.com/,200,11.52
Nashik Road,interior designer,Gomantak Furnishing,097667 86789,http://www.gomantakfurnishing.com/,4.4,213.0,http://www.gomantakfurnishing.com/,402,1.43
Nashik Road,interior designer,ENSPACE Design Studio - Architecture | Interior Design,088888 15633,http://enspace.in/home,4.8,73.0,http://enspace.in/home,Timeout,10.36
Nashik Road,interior designer,Neha Park Row Houses,089996 28033,http://borntoadorn.com/,4.0,1.0,http://borntoadorn.com/,403,1.36
Nashik Road,interior designer,Forma Design Studio,095112 71090,https://wa.me/qr/FVO2SQEJV33XB1,4.9,21.0,https://wa.me/qr/FVO2SQEJV33XB1,400,1.0
Nashik Road,interior designer,T Decor,080559 99805,https://www.tdecornashik.com/,2.5,2.0,https://www.tdecornashik.com/,Connection Error,3.3
Nashik Road,interior designer,Archezign,,https://www.archezign.com/,4.6,67.0,https://www.archezign.com/,Connection Error,3.4
Nashik Road,interior designer,Interiors By Nutan,083297 96181,https://www.interiorsbynutan.com/,5.0,24.0,https://www.interiorsbynutan.com/,200,8.66
Nashik Road,interior designer,DilaM Interiors,070216 60287,http://dilaminteriors.com/?utm_source=gmb&utm_medium=referral,,,http://dilaminteriors.com/?utm_source=gmb&utm_medium=referral,Connection Error,3.39
Nashik Road,boutique architect,My Dwell Design,099600 25682,http://www.mydwelldesign.com/,5.0,14.0,http://www.mydwelldesign.com/,Connection Error,3.42
Nashik Road,boutique architect,"RDT [Environmental Consultants, Interior Designers, Architects, Training, Software Reseller]",098209 41094,http://www.rdt-corp.com/,4.8,14.0,http://www.rdt-corp.com/,200,9.14
Nashik Road,boutique architect,M.R. FEGDE & ASSOCIATES,0253 257 4246,http://www.mrfegde.in/,4.4,5.0,http://www.mrfegde.in/,Connection Error,3.31
Nashik Road,boutique architect,GAIKWAD ASSOCIATES,096894 44777,https://gaikwadassociates.com/,4.2,6.0,https://gaikwadassociates.com/,Connection Error,3.17
Nashik Road,boutique architect,Urban Dots | Ar. Pooja Luthra | Architect & Interior Designer,086002 37753,https://urbandots-interior-design-studio.mini.store/,5.0,1.0,https://urbandots-interior-design-studio.mini.store/,Connection Error,3.07
Nashik Road,designer boutique,The Raymond shop,080 4493 8993,https://nashik-road.myraymond.com/,4.4,220.0,https://nashik-road.myraymond.com/,SSL Error,0.61
Nashik Road,designer boutique,Aaradhya Yeola Paithani & Silk Sarees,097625 69563,https://www.facebook.com/AaradhyaYeolaPaithaniAndSilkSarees,4.5,59.0,https://www.facebook.com/AaradhyaYeolaPaithaniAndSilkSarees,400,0.82
Nashik Road,designer boutique,Avatar Rentals Pvt Ltd,078220 20471,https://www.avatarrental.com/,4.9,1035.0,https://www.avatarrental.com/,SSL Error,1.46
Nashik Road,designer boutique,Handloom Sarees fromSanchita,099332 68963,https://www.facebook.com/sanchitacollections,5.0,22.0,https://www.facebook.com/sanchitacollections,400,0.95
Nashik Road,designer boutique,Chirali Stones -Handicrafts Wholesaler in Nashik |Home Decor Wholesaler in Nashik |Best Designer Statues Shop in Nashik,097620 51111,http://chiralistones.com/,4.1,75.0,http://chiralistones.com/,Connection Error,3.21
Nashik Road,designer boutique,LAXMI SILK & SAREES,088888 97851,http://www.laxmisilksaress.com/,4.6,197.0,http://www.laxmisilksaress.com/,Connection Error,3.18
Nashik Road,pet shop,Nashik Cat Lover's Exotics Breed,073873 36860,https://www.facebook.com/share/18ZQWoAj1T/,4.7,30.0,https://www.facebook.com/share/18ZQWoAj1T/,400,0.73
Nashik Road,pet shop,Pet Tales | Best Pet shop in Nashik | Best Pet Grooming in Nashik,075175 11133,https://pettales4u.com/,4.4,23.0,https://pettales4u.com/,SSL Error,0.78
Nashik Road,pet shop,Nature Forever Society - India's First & Premium Bird feeder & Nestboxes,098900 87988,https://www.shopping.natureforever.org/,4.9,741.0,https://www.shopping.natureforever.org/,403,0.64
Nashik Road,pet shop,Maddy pets.,,https://www.facebook.com/MaddyPetsOfficial/,4.4,13.0,https://www.facebook.com/MaddyPetsOfficial/,400,0.72
Nashik Road,pet shop,PETPAL Pet Store,,https://zensta.in/petpalpetstore/,4.9,18.0,https://zensta.in/petpalpetstore/,504,10.97
Nashik Road,custom jewelry designer,POHUMAL JEWELLER,077569 37777,https://www.pohumaljeweller.in/,4.9,209.0,https://www.pohumaljeweller.in/,Connection Error,3.08
Nashik Road,custom jewelry designer,"Swati's Creations - Artificial Flower Jewellery, Haldi Jewellery, Baby Shower Rental Jewellery",075881 88349,https://www.facebook.com/Baby-Shower-Jewelry-102109815751021/,5.0,77.0,https://www.facebook.com/Baby-Shower-Jewelry-102109815751021/,400,0.78
Nashik Road,custom jewelry designer,Mayur Alankar,0253 231 9444,http://www.mayuralankar.in/,4.3,269.0,http://www.mayuralankar.in/,Connection Error,43.51
Nashik Road,custom jewelry designer,Mayur Alankar,098906 43044,http://www.mayuralankar.in/,4.5,20.0,http://www.mayuralankar.in/,Connection Error,43.02
Nashik Road,custom jewelry designer,Gift World - Customized Gifts Shop - Artifical Plant Shop - Corporate Gifts Shop - Artifacts Shop Nashik,097642 64433,https://www.giftworldnashik.com/,4.9,59.0,https://www.giftworldnashik.com/,Connection Error,4.58
Nashik Road,modular furniture studio,"Aarya modular kitchen and furnitures/Best Modular kitchen nasik/ kitchen trolley, bed, sofa, furniture manufacturer in nasik",098233 45670,https://www.facebook.com/share/p/WstnP7FK9LpcCLPb/,5.0,50.0,https://www.facebook.com/share/p/WstnP7FK9LpcCLPb/,400,0.8
Nashik Road,modular furniture studio,Shree Omkar Furniture,098906 15986,http://www.shreeomkarfurniture.com/,5.0,1.0,http://www.shreeomkarfurniture.com/,Connection Error,10.44
Nashik Road,modular furniture studio,Usha Trading Company Godrej Interio,094206 95628,http://www.godrejinterio.com/,4.3,69.0,http://www.godrejinterio.com/,Connection Error,22.43
Nashik Road,modular furniture studio,Gupta Furniture Nashik,096237 88196,https://www.guptafurniturenashik.in/,4.7,15.0,https://www.guptafurniturenashik.in/,SSL Error,0.75
Nashik Road,modular furniture studio,Shree kitchen furniture,097658 33144,https://www.shreesaikitchentrolleyandfurniture.justdial.com/,3.7,9.0,https://www.shreesaikitchentrolleyandfurniture.justdial.com/,Connection Error,3.11
Nashik Road,modular furniture studio,Nova Enterprises,099229 63803,https://m.facebook.com/profile.php?id=100063464486986,4.6,38.0,https://m.facebook.com/profile.php?id=100063464486986,400,1.81
Nashik Road,modular furniture studio,Choice Interior (kitchen Trolly & Furniture Manufacturer in nashik),085540 79687,https://www.choiceinteriornashik.com/,4.9,8.0,https://www.choiceinteriornashik.com/,Connection Error,3.4
Nashik Road,modular furniture studio,INSTYLEDECO,095614 90499,http://www.instyledeco.in/,4.9,28.0,http://www.instyledeco.in/,Connection Error,3.27
Nashik Road,modular furniture studio,"Wakefit - Furniture Store in Mahatma Nagar, Nashik",080 6842 6557,https://wakefit.co/,4.7,430.0,https://wakefit.co/,403,1.17
Nashik Road,modular furniture studio,Galaxy Enterprises | Kitchen Trolly Manufacturer | Furniture Manufacturer,097678 76672,https://galaxykitcheninterior.com/,4.8,71.0,https://galaxykitcheninterior.com/,Connection Error,3.26
Nashik Road,crossfit box,24 Seven Fitness Club,091750 38247,http://www.24sevenwellness.in/,4.2,196.0,http://www.24sevenwellness.in/,SSL Error,3.54
Nashik Road,crossfit box,SR Fitlab Gym,096654 82166,http://www.srfitlab.in/,4.9,225.0,http://www.srfitlab.in/,403,1.42
Nashik Road,crossfit box,Mario'z Dance and Fitness,,http://fb.com/mariozstudio,5.0,22.0,http://fb.com/mariozstudio,400,1.87
Nashik Road,crossfit box,Thor Fitness,074474 43993,https://www.facebook.com/thorfitnessnasik/,4.8,252.0,https://www.facebook.com/thorfitnessnasik/,400,0.79
Nashik Road,crossfit box,Fitness Gallery Unisex Gym,088886 68883,http://fitnessgallerynashik.in/,4.8,537.0,http://fitnessgallerynashik.in/,Connection Error,3.3
Nashik Road,crossfit box,Royal fitness,090751 13607,http://www.royalfitnes.com/,4.4,54.0,http://www.royalfitnes.com/,Connection Error,3.16
Nashik Road,crossfit box,MMA | BOXING | KICKBOXING | SELF-DEFENSE & FITNESS Training In Nashik | SSD COMBAT CLUB | COACH TAUSIF SHAIKH,087937 97127,http://www.facebook.com/mmanashik,4.8,107.0,http://www.facebook.com/mmanashik,400,1.36
Nashik Road,crossfit box,RJ FITNESS,097657 63776,https://rj-fitnesso44g.rollout.site/,4.9,169.0,https://rj-fitnesso44g.rollout.site/,SSL Error,1.4
Nashik Road,yoga studio,Swayog Yoga,082758 17780,http://www.shreeshaktiyoggurukul.com/,4.8,260.0,http://www.shreeshaktiyoggurukul.com/,SSL Error,0.85
Nashik Road,yoga studio,SoumyaYog,072768 76816,https://soumyayog.com/,5.0,5.0,https://soumyayog.com/,404,1.83
